tips,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tolls,extras,trip_total
0.00,342,0.6,8,8,5.25,,1.00,6.25
0.00,562,1.3,8,28,7.75,,0.00,7.75
3.50,962,5.07,32,22,16.00,0.00,1.00,21.00
0.00,13,0,24,24,3.25,,0.00,3.25
11.78,1886,13.6,76,4,35.25,,4.00,51.03
2.50,136,0.5,28,28,4.50,,0.00,7.00
0.00,660,1.61,8,7,8.00,0.00,0.00,8.00
0.00,267,0.7,32,32,5.00,0.00,0.00,5.00
0.00,540,1.7,8,32,8.00,0.00,0.00,8.00
3.20,780,5.3,32,6,16.00,0.00,0.00,19.20
8.00,1800,9.1,32,76,43.50,0.00,0.00,51.50
0.00,240,0.5,8,8,4.75,0.00,1.50,6.25
4.25,720,0,32,24,10.00,0.00,0.00,14.25
0.00,300,1,32,32,5.75,0.00,1.00,6.75
7.00,1500,13.5,56,8,34.50,0.00,4.00,45.50
0.00,420,1.3,32,8,6.00,0.00,0.00,6.00
2.85,900,0,32,35,11.50,0.00,0.00,14.35
1.00,240,0.4,8,8,4.75,0.00,1.00,6.75
7.75,1800,0,76,6,34.75,0.00,4.00,46.50
0.00,540,0,32,8,7.00,0.00,0.00,7.00
0.63,300,0,8,8,5.25,0.00,1.00,6.88
0.00,660,1.7,8,32,8.50,0.00,0.00,8.50
0.00,1020,6.8,32,3,19.75,0.00,1.00,20.75
0.00,480,1.5,8,28,7.50,0.00,0.00,7.50
2.00,360,1.3,32,8,7.00,0.00,0.00,9.00
0.00,300,0,8,7,5.50,0.00,0.00,5.50
0.00,1680,1,76,28,42.00,0.00,4.00,46.00
0.00,540,0.1,8,7,9.50,0.00,0.00,9.50
0.00,540,0.1,8,24,8.25,0.00,0.00,8.25
0.00,420,0,8,24,7.25,0.00,0.00,7.25
1.50,600,0.1,32,24,9.00,0.00,0.00,10.50
0.00,600,0,8,28,7.75,0.00,0.00,7.75
9.80,1260,14.2,76,22,35.25,0.00,4.00,49.05
2.40,900,3.3,32,24,12.00,0.00,0.00,14.40
4.00,420,0,28,8,7.25,0.00,0.00,11.25
0.00,660,1.5,8,8,8.00,0.00,1.00,9.00
2.00,240,0,8,8,5.25,0.00,0.00,7.25
2.00,480,0,3,77,6.75,0.00,0.00,8.75
3.15,1020,4.9,8,6,15.75,0.00,0.00,18.90
8.70,0,0,7,7,43.50,0.00,0.00,52.20
0.00,600,1.4,8,24,8.00,0.00,0.00,8.00
0.00,660,0.1,41,36,9.75,0.00,0.00,9.75
2.00,420,1.3,8,8,6.50,0.00,0.00,8.50
0.00,240,0,8,8,5.25,0.00,1.00,6.25
0.00,1200,0.5,8,41,23.75,0.00,0.00,23.75
0.00,240,0.8,32,32,5.25,0.00,1.00,6.25
0.00,420,1.4,32,32,7.00,0.00,0.00,7.00
0.00,540,0,32,8,7.00,0.00,1.00,8.00
0.00,0,0,76,76,3.25,0.00,6.00,9.25
3.05,840,4.9,32,7,15.25,0.00,0.00,18.30
0.00,1920,18.7,76,8,45.25,0.00,4.00,49.25
0.00,120,0,8,8,4.25,0.00,1.00,5.25
8.80,1800,11.2,76,4,30.25,0.00,5.00,44.05
1.00,180,0.6,7,7,4.75,0.00,0.00,5.75
7.95,1680,0.8,56,22,35.75,0.00,4.00,47.70
0.00,300,1.1,32,,6.00,0.00,0.00,6.00
0.00,600,1.8,32,8,8.25,0.00,0.00,8.25
4.00,60,0.2,32,8,3.75,0.00,0.00,7.75
2.70,720,4.2,32,7,13.50,0.00,0.00,16.20
0.00,660,0.1,32,8,9.00,0.00,0.00,9.00
6.00,1740,10.1,56,35,27.50,0.00,4.00,37.50
0.00,660,0.1,32,8,8.50,0.00,0.00,8.50
7.65,1620,9,56,28,25.75,0.00,5.00,38.40
0.00,780,0,32,6,17.75,0.00,0.00,17.75
0.00,420,1.3,32,32,7.25,0.00,1.00,8.25
4.00,900,0.1,8,7,10.50,0.00,0.00,14.50
0.00,960,5.7,8,3,17.00,0.00,0.00,17.00
9.95,2100,18.4,76,28,45.75,0.00,4.00,59.70
2.00,240,0.9,8,8,5.75,0.00,2.00,9.75
2.00,360,0.8,8,8,5.75,0.00,0.00,7.75
10.30,2040,0,56,77,47.50,0.00,4.00,61.80
2.00,540,1.8,32,8,8.25,0.00,0.00,10.25
0.00,360,1.4,41,39,6.50,0.00,0.00,6.50
2.00,600,0,32,8,8.75,0.00,0.00,10.75
3.10,1140,0,32,6,15.50,0.00,0.00,18.60
1.00,300,0,8,8,5.25,0.00,0.00,6.25
2.00,480,0,8,8,7.50,0.00,0.00,9.50
3.30,720,4.3,28,22,13.25,0.00,0.00,16.55
2.00,180,0,8,8,4.50,0.00,0.00,6.50
0.00,1440,8.5,,,23.50,0.00,0.00,23.50
0.00,0,0,,,3.25,0.00,0.00,3.25
2.00,0,0,,,6.00,0.00,0.00,8.00
0.00,600,4.9,,,14.50,0.00,0.00,14.50
0.00,1080,7.8,,,21.50,0.00,1.00,22.50
1.00,900,5.5,,,16.50,0.00,0.00,17.50
0.00,840,5,8,6,15.75,0.00,0.00,15.75
0.00,480,1.1,,,6.50,0.00,0.00,6.50
0.00,0,0,,,100.00,0.00,0.00,100.00
7.00,0,0,,,35.00,0.00,0.00,42.00
2.00,600,2.6,,,8.50,0.00,0.00,10.50
0.00,540,0.1,28,28,11.00,0.00,0.00,11.00
6.45,1560,10.8,,28,28.25,0.00,4.00,38.70
3.70,1680,4.8,8,31,17.50,0.00,0.00,21.20
0.85,120,0.5,8,24,4.25,0.00,0.00,5.10
5.75,1260,0.5,56,31,24.25,0.00,4.50,34.50
0.00,1620,0.3,8,28,17.25,0.00,1.00,18.25
2.00,540,1.5,8,32,8.00,0.00,0.00,10.00
2.70,960,4,32,24,13.50,0.00,0.00,16.20
0.00,1080,7.3,10,76,21.00,0.00,0.00,21.00
0.00,1980,0,8,76,43.50,0.00,0.00,43.50
0.00,300,0,32,8,6.00,0.00,0.00,6.00
2.00,540,1.4,8,8,7.25,0.00,0.00,9.25
0.00,420,0,8,8,6.50,0.00,0.00,6.50
1.00,360,0,32,32,6.00,0.00,0.00,7.00
7.00,1560,17.5,32,76,42.75,0.00,4.00,53.75
0.00,1920,0,76,32,42.75,0.00,5.00,47.75
8.00,2340,17,76,,42.00,0.00,27.00,77.00
0.00,360,0,6,7,6.25,0.00,0.00,6.25
3.50,1140,5.7,32,6,17.50,0.00,0.00,21.00
0.00,900,5.1,32,60,15.50,0.00,0.00,15.50
2.00,300,0.8,32,8,5.75,0.00,0.00,7.75
8.50,1860,14.5,76,6,37.50,0.00,5.00,51.00
9.00,1560,12.5,56,24,32.00,0.00,4.00,45.00
0.00,3780,17.5,,,49.75,0.00,6.00,55.75
0.00,0,0,,,3.25,0.00,0.00,3.25
0.00,420,0.6,8,8,5.75,0.00,0.00,5.75
8.60,0,9.6,,,26.00,0.00,17.00,52.10
10.56,1800,15.3,,,38.25,0.00,4.00,53.31
0.00,844,2.76,32,7,10.50,0.00,0.00,10.50
3.00,573,4.98,32,7,14.50,0.00,0.00,18.00
0.00,2862,16.79,,6,43.50,0.00,5.00,48.50
0.00,240,0.5,32,28,4.75,0.00,0.00,4.75
0.00,300,0,32,32,5.50,0.00,0.00,5.50
0.43,600,1.7,28,8,8.50,0.00,0.00,8.93
16.70,1620,18.4,28,,45.25,0.00,10.50,72.45
2.00,540,0,8,32,7.50,0.00,0.00,9.50
3.00,120,0.4,8,32,4.00,0.00,1.00,8.00
2.00,300,0,8,8,5.25,0.00,0.00,7.25
7.95,1320,14.4,76,24,35.75,0.00,4.00,47.70
0.00,300,0,8,8,4.75,0.00,0.00,4.75
2.25,1020,0.1,8,7,11.25,0.00,0.00,13.50
0.00,480,0.6,8,8,6.00,0.00,1.00,7.00
0.00,0,0,7,7,18.00,0.00,0.00,18.00
5.10,1080,7.1,32,3,20.50,0.00,0.00,25.60
2.00,180,0.5,8,8,4.50,0.00,0.00,6.50
2.00,360,1,32,28,6.25,0.00,0.00,8.25
1.00,180,0.6,8,8,4.75,0.00,0.00,5.75
2.95,960,4.7,28,22,14.75,0.00,0.00,17.70
2.00,258,0.57,8,8,5.00,0.00,1.00,8.50
0.00,372,0.9,5,4,5.75,0.00,1.00,6.75
2.00,300,0.8,8,8,5.50,0.00,0.00,7.50
0.00,1920,17.8,76,8,44.00,0.00,6.00,50.00
8.65,2280,15.2,76,6,39.25,0.00,4.00,51.90
1.00,480,1.3,32,8,7.25,0.00,0.00,8.25
0.00,1980,13,56,8,35.25,0.00,4.00,39.25
2.00,360,0,8,8,5.75,0.00,0.00,7.75
0.02,720,0,8,7,9.50,0.00,0.00,9.52
0.00,0,0,76,76,3.25,0.00,0.00,3.25
0.00,720,3.3,8,33,11.50,0.00,0.00,11.50
0.00,780,0.1,28,8,10.50,0.00,0.00,10.50
0.00,300,0.9,32,8,5.75,0.00,0.00,5.75
0.00,360,0.9,8,8,6.00,0.00,1.00,7.00
0.00,1140,0,22,7,13.00,0.00,0.00,13.00
8.40,2340,14.5,76,6,38.00,0.00,4.00,50.40
1.50,540,1.2,8,32,7.00,0.00,1.00,9.50
0.00,2640,13.8,76,22,35.00,0.00,4.00,39.00
0.00,0,0,13,13,3.25,0.00,0.00,3.75
3.00,480,1.5,8,32,7.50,0.00,1.00,12.00
1.00,250,0.68,28,28,4.75,0.00,0.00,6.25
3.25,1006,5.11,32,6,15.75,0.00,0.00,19.50
0.00,594,1.76,8,28,8.00,0.00,0.00,8.00
1.50,265,1.17,32,33,6.00,0.00,0.00,8.00
2.00,430,1.3,8,28,6.75,0.00,1.00,10.25
1.00,398,1.32,77,3,6.50,0.00,0.00,8.00
0.00,600,2.8,8,7,10.50,0.00,0.00,10.50
2.00,230,0.8,32,32,5.25,0.00,0.00,7.75
1.43,407,1.09,8,32,6.50,0.00,0.00,9.88
0.00,589,1.5,8,8,7.50,0.00,0.00,7.50
0.00,444,1.2,8,32,6.50,0.00,2.00,8.50
1.00,600,2.1,28,32,9.25,0.00,0.00,10.75
0.00,1038,3.44,8,28,12.50,0.00,0.00,12.50
0.00,412,1.06,32,8,6.50,0.00,1.00,7.50
0.00,240,0.9,8,32,5.75,0.00,1.00,6.75
0.00,244,0.7,8,8,5.00,0.00,0.00,5.00
4.00,224,0.48,8,8,4.75,0.00,1.50,10.75
2.35,1020,0,32,7,11.75,0.00,0.00,14.10
0.00,840,0,32,6,13.50,0.00,1.00,14.50
5.50,1440,7.2,28,6,22.00,0.00,0.00,27.50
9.45,1800,17.8,76,28,43.25,0.00,4.00,56.70
0.00,540,3.1,,,10.60,0.00,0.00,10.60
0.00,660,1.9,22,21,8.75,0.00,0.00,8.75
2.25,840,2.9,32,7,11.25,0.00,0.00,13.50
0.00,1020,5.6,76,,16.25,0.00,5.00,21.25
1.00,360,1.1,8,8,6.00,0.00,0.00,7.00
0.00,1020,6.8,28,6,19.25,0.00,0.00,19.25
1.00,180,1.9,,,4.75,0.00,0.00,5.75
0.00,900,2.3,,,10.00,0.00,0.00,10.00
0.00,0,0,,,3.25,0.00,0.00,3.25
0.00,0,0,,,3.25,0.00,0.00,3.25
2.00,360,1.1,32,8,6.25,0.00,0.00,8.25
9.15,1560,18.8,,,45.75,0.00,0.00,54.90
0.00,180,0.4,8,8,4.25,0.00,0.00,4.25
2.00,240,0.7,8,8,5.25,0.00,0.00,7.25
0.00,1020,6.4,32,39,18.75,0.00,0.00,18.75
0.00,360,0.9,,,5.20,0.00,0.00,5.20
0.00,376,0.8,,,5.75,0.00,0.00,5.75
0.00,436,1,6,6,6.50,,0.00,6.50
0.00,569,1.9,8,32,8.50,,1.00,9.50
7.00,1709,15.4,76,8,38.75,,4.00,49.75
2.50,606,1.7,8,24,8.25,,0.00,10.75
0.00,933,3.6,2,14,12.00,,0.00,12.00
0.00,812,2.7,11,15,10.00,,0.00,10.00
6.53,1165,6.2,76,9,17.75,,4.00,28.28
1.50,281,0.7,8,8,5.50,,0.00,7.00
3.65,940,6.5,32,3,18.25,,0.00,21.90
3.00,7,0,24,24,3.25,,0.00,6.25
2.00,236,0.8,32,32,5.25,,0.00,7.25
3.00,35,0,24,24,3.25,,0.00,6.25
3.00,752,1.99,8,8,9.00,0.00,1.50,14.00
0.00,368,1.4,8,28,7.00,,0.00,7.00
2.00,376,1.4,8,32,7.25,,0.00,9.25
0.00,180,0.4,28,28,4.25,0.00,0.00,4.25
5.00,2133,14.42,76,6,36.75,0.00,4.00,46.25
0.75,436,1.3,8,8,6.50,0.00,1.00,8.25
0.00,514,1.6,8,8,7.75,0.00,0.00,7.75
2.00,300,0.8,8,8,5.75,0.00,0.00,8.25
1.00,221,0.8,32,32,5.00,0.00,0.00,6.50
2.00,809,2.6,32,24,10.50,0.00,0.00,13.00
15.25,2300,23.4,76,39,56.00,,5.00,76.25
12.68,2340,14.6,76,6,37.75,0.00,4.00,54.93
3.00,999,3.33,8,24,12.00,0.00,0.00,15.50
1.25,455,1.18,28,28,6.75,0.00,0.00,8.50
0.00,673,4.3,8,6,13.50,0.00,0.00,13.50
0.00,405,1.2,8,8,6.25,0.00,1.00,7.25
1.00,583,1.63,8,28,8.00,0.00,1.00,10.50
2.00,177,0.58,32,8,4.75,0.00,0.00,7.25
2.00,582,1.96,32,8,8.75,0.00,0.00,11.25
0.00,758,2.56,32,8,10.00,0.00,0.00,10.00
9.50,1863,17.37,76,8,43.00,0.00,4.00,57.00
0.00,412,2.41,28,24,9.00,0.00,0.00,9.00
2.00,775,1.53,32,8,8.50,0.00,0.00,11.00
2.00,700,2.14,8,7,9.00,0.00,0.00,11.00
2.00,769,2.66,32,8,10.00,0.00,0.00,12.50
0.00,1022,7.68,8,16,20.75,0.00,0.00,20.75
10.00,2619,13.5,76,77,36.00,,4.00,50.00
0.00,1108,5.49,33,42,17.00,0.00,0.00,17.00
0.00,2273,14.26,76,3,36.75,0.00,4.00,40.75
11.94,1813,17.68,76,24,43.25,0.00,4.00,59.69
1.50,530,1.44,28,32,7.50,0.00,0.00,9.50
8.75,1320,12.1,76,21,31.00,0.00,4.00,44.25
0.00,720,7.1,32,21,19.50,0.00,0.00,19.50
7.05,1980,11.64,76,4,30.75,0.00,4.00,42.30
6.82,2095,17.41,76,32,43.00,0.00,2.00,52.32
5.00,554,1.77,28,8,8.25,0.00,0.50,14.25
0.00,423,0.82,32,8,5.75,0.00,1.50,7.25
0.00,1860,12.2,56,24,31.25,0.00,4.00,35.25
0.00,388,0.67,8,8,5.75,0.00,0.00,5.75
0.00,145,0.32,32,32,4.25,0.00,0.00,4.25
11.00,2000,18.9,76,8,44.00,0.00,4.00,59.50
0.00,1196,9.47,32,77,25.75,0.00,0.00,25.75
6.00,1736,15.55,56,21,39.00,0.00,4.00,49.50
3.00,540,1.8,32,8,7.75,0.00,0.00,11.25
3.95,1122,4.58,76,,15.25,0.00,4.00,23.70
0.00,2059,0.4,2,2,14.50,0.00,0.00,14.50
0.00,2499,18.07,77,46,45.75,0.00,0.00,45.75
0.00,638,1.59,32,32,8.00,0.00,0.00,8.00
8.68,1901,17.88,76,32,44.25,0.00,4.00,56.93
2.00,199,0.3,8,8,4.50,,1.00,7.50
0.00,945,2.46,8,7,10.25,0.00,0.00,10.25
8.60,1559,15.66,76,24,38.50,0.00,4.00,51.60
2.00,169,0.5,28,28,4.25,0.00,1.00,7.75
0.00,0,0,13,13,3.25,0.00,0.00,3.75
8.45,2056,14.87,76,6,37.75,0.00,4.00,50.70
0.00,540,1.8,8,7,8.00,0.00,0.00,8.00
2.00,365,0.77,32,8,6.00,0.00,0.00,8.50
0.00,1320,11.2,32,2,29.00,0.00,0.00,29.00
0.00,1439,11.7,32,,30.00,0.00,2.50,33.00
0.00,240,0.7,8,8,5.00,0.00,0.00,5.00
1.00,600,1.9,8,24,8.50,0.00,0.00,9.50
2.06,866,4,3,1,13.25,0.00,0.00,15.81
0.50,532,1.15,8,8,7.00,0.00,0.00,8.00
5.80,1440,10.4,32,11,28.00,0.00,1.00,35.30
0.00,0,0,28,76,3.25,0.00,0.00,3.25
0.00,2698,0,8,8,18.00,0.00,0.00,18.00
0.00,408,1.15,8,32,6.50,0.00,1.00,7.50
0.00,62634,3.65,8,1,13.50,0.00,0.00,13.50
2.00,720,2.3,32,24,9.50,0.00,0.00,12.00
0.00,1260,8,8,3,22.75,0.00,1.50,24.75
3.45,898,5.7,32,7,16.75,0.00,0.00,20.70
0.00,2245,17.6,76,8,43.75,0.00,4.00,47.75
0.00,61551,0,8,7,0.00,0.00,0.00,0.00
0.00,938,2.96,28,8,11.75,0.00,0.00,11.75
3.00,450,1.2,8,32,6.75,0.00,0.00,10.25
3.00,420,2.1,8,32,8.25,0.00,0.00,11.75
0.00,1949,15.85,76,7,40.00,0.00,4.00,44.50
9.95,1789,18.04,76,,44.25,0.00,5.00,59.70
0.00,336,1.01,8,8,5.75,0.00,0.00,5.75
0.00,1102,3.35,3,1,12.25,0.00,0.00,12.25
0.00,2880,26.6,76,,64.00,0.00,7.50,71.50
7.38,1691,10.82,8,17,29.00,0.00,0.00,36.88
0.00,0,0,8,13,3.25,0.00,0.00,3.75
5.00,2379,17.68,56,6,44.75,0.00,5.00,55.25
3.00,331,1.15,32,32,6.25,0.00,0.00,9.75
1.00,623,1.81,32,8,8.75,0.00,0.00,10.25
8.30,2100,14.4,76,6,37.00,0.00,4.00,49.80
0.00,511,1.7,32,8,7.75,0.00,0.00,7.75
9.50,1869,17,76,28,42.00,0.00,5.00,57.00
3.00,720,1.9,8,28,9.00,0.00,0.00,12.50
8.90,1985,15.74,76,7,40.00,0.00,4.00,53.40
3.00,166,0.45,8,8,4.50,0.00,1.00,9.00
0.00,622,2.1,8,28,8.75,0.00,1.00,9.75
4.44,934,5.88,32,6,17.25,0.00,0.00,22.19
3.00,464,1.56,32,33,7.75,0.00,0.00,11.25
15.00,1686,17.8,76,8,44.25,0.00,4.00,63.75
0.00,480,1.3,32,8,7.25,0.00,0.00,7.25
7.15,2207,11.55,76,,31.25,0.00,4.00,42.90
0.00,800,2.34,28,8,9.75,0.00,0.00,9.75
4.00,704,1.95,28,8,9.00,0.00,0.00,13.50
0.00,4236,3.64,4,6,13.25,0.00,1.00,14.25
0.00,232,0.55,8,8,4.75,0.00,0.00,4.75
10.00,2364,18.53,76,8,45.50,0.00,4.00,60.00
0.00,1785,14.94,76,7,38.00,0.00,4.00,42.00
0.00,457,1.78,,,7.50,0.00,0.00,7.50
0.00,949,5.02,32,7,15.50,0.00,0.00,15.50
0.00,731,4.4,28,7,13.50,0.00,0.00,13.50
0.00,210,0.5,,,4.75,,0.00,4.75
2.00,441,1.99,76,76,8.00,0.00,5.00,15.50
0.00,840,3.6,,,12.75,0.00,0.00,13.25
2.00,610,0.99,,,7.00,0.00,0.00,9.50
2.00,638,2.46,,,9.75,0.00,0.50,12.75
9.70,1970,17.7,,,44.00,0.00,4.00,58.20
0.00,780,5.6,,,16.25,0.00,0.00,16.25
0.00,0,0,,,3.25,0.00,0.00,3.25
0.00,600,1.5,,,8.00,0.00,0.00,8.00
0.00,420,0,28,32,6.75,0.00,1.00,7.75
0.00,1200,0.5,32,41,22.50,0.00,1.50,24.00
2.00,480,1.5,8,8,7.50,0.00,0.00,9.50
10.00,2400,0,56,6,46.00,0.00,4.00,60.00
9.35,1740,17.5,76,28,42.75,0.00,4.00,56.10
0.00,0,0,,,3.25,0.00,0.00,3.25
2.00,19,0,,,3.25,0.00,3.50,9.25
11.75,74,0,,,3.25,0.00,55.00,70.50
3.19,1119,6.88,32,6,19.75,0.00,1.00,23.94
2.00,461,1.79,32,8,7.75,0.00,0.00,10.25
0.00,420,1.3,8,8,6.75,0.00,0.00,6.75
0.00,240,0.6,8,8,5.00,0.00,1.00,6.00
3.90,1140,6.6,28,6,19.50,0.00,0.00,23.40
2.00,480,1.5,8,8,7.25,0.00,0.00,9.25
2.00,840,0.1,7,7,9.25,0.00,0.00,11.25
2.00,300,1,32,8,5.75,0.00,0.00,7.75
2.00,360,1,32,8,6.25,0.00,0.00,8.25
0.00,180,0,33,33,4.75,0.00,1.00,5.75
2.00,314,1.23,32,32,6.50,0.00,0.00,9.00
0.00,1044,5.11,32,22,16.25,0.00,1.00,17.25
0.90,188,0.5,32,8,4.50,0.00,0.00,5.40
1.00,540,0.1,32,28,8.25,0.00,0.00,9.25
1.10,240,0.9,8,8,5.50,0.00,0.00,6.60
0.00,360,0.6,28,24,5.50,0.00,1.00,6.50
0.00,120,0,32,32,3.75,0.00,0.00,3.75
5.00,2220,34.2,76,,41.00,0.00,4.00,50.00
9.15,1740,17,76,28,41.75,0.00,4.00,54.90
0.00,1920,8.4,10,23,24.50,0.00,0.00,24.50
2.00,420,2.1,28,8,8.25,0.00,0.00,10.25
0.00,2100,1,76,8,42.50,0.00,4.00,46.50
4.00,300,1.1,32,28,6.00,0.00,1.50,11.50
11.40,1860,16.9,76,24,41.75,0.00,4.00,57.15
0.00,1754,12.6,76,22,33.75,0.00,5.00,38.75
2.00,540,1.3,32,8,7.50,0.00,1.00,11.00
3.00,412,0.94,8,8,5.75,0.00,0.00,9.25
0.00,382,0.5,32,32,5.25,0.00,1.00,6.25
0.00,2436,14.51,76,,38.00,0.00,4.00,42.00
3.00,300,0,28,32,5.75,0.00,0.00,8.75
0.00,300,0.8,32,8,5.75,0.00,0.00,5.75
2.00,300,0.8,8,8,5.25,0.00,0.00,7.75
0.00,878,1.44,35,32,9.50,0.00,0.00,9.50
2.00,417,2.8,6,8,9.75,0.00,0.00,12.25
4.00,270,0.84,8,32,5.50,0.00,0.00,10.00
3.00,840,4.8,32,28,15.00,0.00,0.00,18.50
3.60,1260,5.2,32,8,16.50,0.00,1.00,21.60
0.00,2220,15.1,76,6,39.00,0.00,5.00,44.00
0.00,1993,12.03,8,69,32.25,0.00,0.00,32.25
0.00,187,0.51,4,4,4.50,0.00,0.00,4.50
2.00,228,0.83,8,8,5.00,0.00,0.00,7.50
0.00,218,0.7,8,8,5.00,0.00,0.00,5.50
4.00,313,0.8,8,8,5.50,0.00,0.00,10.00
0.00,318,0.83,32,32,5.75,0.00,0.00,5.75
2.00,317,0.77,8,24,5.50,0.00,0.00,8.00
2.00,414,1.86,32,28,7.50,0.00,0.00,10.00
3.00,660,4.2,32,27,13.00,0.00,0.00,16.50
0.00,32,0,8,8,3.25,0.00,45.50,48.75
0.00,300,0.8,8,32,5.50,0.00,0.00,5.50
0.00,364,1.02,28,8,6.00,0.00,0.00,6.00
2.00,398,1.61,32,32,7.25,0.00,0.00,9.75
0.00,904,7.46,8,1,20.75,0.00,0.00,20.75
8.45,1816,15.08,76,7,37.75,0.00,4.00,50.70
0.00,610,3.13,8,6,11.25,0.00,0.00,11.75
0.00,1800,12.9,76,5,33.50,0.00,5.00,38.50
0.00,420,0.8,,,6.25,0.00,2.00,8.25
2.00,660,1.6,,,8.50,0.00,0.00,11.00
0.00,60,0.2,,,3.75,0.00,0.00,3.75
0.00,984,5.76,,9,17.25,0.00,0.00,17.25
0.00,542,3.23,,,10.75,0.00,2.00,12.75
2.00,420,0.9,28,32,6.25,0.00,1.00,9.75
11.10,2974,19.78,76,8,51.00,0.00,4.00,66.60
0.00,480,0,32,28,7.25,0.00,0.00,7.25
5.00,1080,8.1,32,42,22.75,0.00,0.00,27.75
3.65,900,6.3,32,6,18.25,0.00,0.00,21.90
2.00,540,0.1,8,24,9.50,0.00,0.00,11.50
0.00,600,2,8,7,8.50,0.00,0.00,8.50
0.00,0,0,8,8,3.25,0.00,0.00,3.25
2.00,780,0.1,8,7,8.50,0.00,0.00,10.50
0.00,360,0.7,8,8,5.50,0.00,0.00,5.50
0.00,120,0.1,32,32,3.75,0.00,0.00,3.75
1.00,360,0.9,32,8,5.75,0.00,0.00,6.75
0.00,180,0.5,32,33,4.75,0.00,1.00,5.75
0.00,600,1.9,8,7,8.25,0.00,0.00,8.25
0.00,480,1.1,32,33,7.00,0.00,0.00,7.00
1.50,300,0.6,8,8,5.00,0.00,0.00,6.50
0.00,360,1.4,32,8,6.50,0.00,0.00,6.50
12.00,1440,19.3,76,12,24.25,0.00,4.00,40.25
1.00,300,0.9,32,8,6.00,0.00,0.00,7.00
0.00,360,2.7,76,,9.25,0.00,4.00,13.25
0.00,480,1.7,32,33,7.75,0.00,0.00,7.75
0.00,180,0,32,32,4.50,0.00,0.00,4.50
4.00,180,0.8,32,32,5.25,0.00,0.00,9.75
0.00,360,0,8,8,5.50,0.00,1.00,6.50
0.00,480,0,77,2,6.75,0.00,0.00,6.75
0.00,0,0,76,76,3.25,0.00,0.00,3.25
1.00,240,0.6,32,32,5.25,0.00,0.00,6.25
0.00,300,0,8,8,5.25,0.00,1.00,6.25
0.00,780,4.2,76,,13.75,0.00,4.00,17.75
1.00,480,1.4,8,8,7.00,0.00,0.00,8.00
0.00,300,0.7,8,32,5.50,0.00,1.00,6.50
2.00,420,0.7,8,8,6.00,0.00,1.00,9.00
1.50,720,0.1,32,8,8.50,0.00,0.00,10.00
0.00,109,18.3,,33,46.25,0.00,4.00,50.25
10.00,2340,0,76,8,46.00,0.00,4.00,60.00
0.00,438,0.89,,,6.25,0.00,1.00,7.25
0.00,1141,4.1,8,7,14.50,0.00,0.00,14.50
1.00,585,2.03,,,8.75,0.00,0.50,10.75
4.15,1080,5.3,8,22,16.75,0.00,0.00,20.90
0.00,404,1.24,28,28,6.75,0.00,0.00,6.75
0.00,259,0.52,8,8,4.75,0.00,1.50,6.25
6.30,1620,10,76,12,27.00,0.00,4.00,37.80
1.00,451,1.21,28,8,6.75,0.00,0.00,8.25
0.00,2175,17.93,76,32,45.00,0.00,5.50,50.50
7.35,1941,18.3,76,8,44.50,0.00,4.00,56.35
2.00,508,1.28,8,8,7.00,0.00,0.00,9.50
4.70,1620,5.9,76,,19.50,0.00,4.00,28.20
0.00,2148,15.22,76,7,38.25,0.00,4.00,42.25
3.45,691,5.86,32,7,16.75,0.00,0.00,20.70
2.00,578,1.37,32,8,7.75,0.00,1.00,11.25
9.65,2520,17.1,76,8,43.75,0.00,4.00,57.90
0.00,60,0,8,8,3.25,0.00,0.00,3.25
0.00,234,0.68,8,8,5.00,0.00,0.00,5.00
2.62,847,4.4,76,76,13.00,0.00,4.00,20.12
2.00,360,0.9,76,8,5.50,0.00,0.00,8.00
1.00,356,1.07,32,32,6.25,0.00,1.00,8.75
2.00,514,1.65,32,8,7.50,0.00,0.00,10.00
3.65,1380,5.9,32,22,18.25,0.00,0.00,22.40
0.00,360,1.4,8,28,6.75,0.00,1.00,7.75
2.00,323,0.8,8,32,5.50,0.00,0.00,8.00
2.25,582,3.3,32,24,11.25,0.00,0.00,13.50
3.00,300,0.7,8,8,5.25,0.00,0.00,8.25
6.05,1020,9,28,15,24.25,0.00,0.00,30.30
0.00,805,2.44,28,8,10.25,0.00,0.00,10.25
0.00,86,0,2,2,3.50,0.00,1.00,5.00
0.00,,0.08,8,56,7.75,0.00,0.00,7.75
3.00,300,0.8,8,32,5.75,0.00,0.00,9.25
0.00,1036,5.5,7,3,16.75,0.00,0.00,16.75
4.20,822,4.18,32,8,13.50,0.00,0.00,18.20
0.00,31944,11.8,1,2,190.25,0.00,0.00,190.25
2.00,134,0.52,32,8,4.50,0.00,0.00,7.00
1.00,796,2.76,8,7,10.50,0.00,0.00,12.00
0.00,355,0.84,8,7,6.00,0.00,1.00,7.00
2.00,240,0.72,8,8,5.25,0.00,0.00,7.75
0.00,480,0.1,8,32,8.25,0.00,0.00,8.25
0.00,420,0,32,8,6.50,0.00,0.00,6.50
2.00,600,0,32,8,8.50,0.00,0.00,10.50
0.00,780,0.2,76,,12.00,0.00,4.00,16.00
8.45,1993,15.4,76,28,38.25,,4.00,50.70
3.13,718,3.6,32,24,12.50,,0.00,15.63
